Data Filename,compound,Sample ID,Sample Name,Ret. Time,Area,Relative Retention Time,Peak Start,Peak End,Height,Std. Conc.,Conc.,T.Plate#,Width(5%),Width(50%)
20190517_000.lcd,sialic_acid,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,sialic_acid,STD-0111,40 mM Mix,9.632,107456,0.629,9.05,10.908,4173,-----,32.56735,6137.738,0,0.282
20190517_002.lcd,sialic_acid,STD-0112,20 mM Mix,9.632,50885,0.628,9.125,10.817,2423,-----,15.42196,6558.917,0.924,0.272
20190517_003.lcd,sialic_acid,STD-0113,10 mM Mix,9.632,27351,0.627,9.158,10.625,1292,-----,8.2894,6101.164,0.889,0.284
20190517_004.lcd,sialic_acid,STD-0114,5 mM Mix,9.629,14589,0.627,9.217,10.392,712,-----,4.42171,5987.518,0.824,0.286
20190517_005.lcd,sialic_acid,STD-0115,2.5 mM Mix,9.625,7599,0.627,9.3,10.2,393,-----,2.30319,6344.004,0.744,0.279
20190517_006.lcd,sialic_acid,STD-0116,1 mM Mix,9.625,2342,0.626,9.358,9.942,149,-----,0.70973,7825.849,0.503,0.254
20190517_007.lcd,sialic_acid,STD-0117,0.5 mM Mix,9.625,1078,0.627,9.408,9.95,71,-----,0.32686,9192.84,0.475,0.244
20190517_008.lcd,sialic_acid,STD-0118,0.25 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_009.lcd,sialic_acid,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_010.lcd,sialic_acid,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,sialic_acid,A1,A1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_012.lcd,sialic_acid,B1,B1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_013.lcd,sialic_acid,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,sialic_acid,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,sialic_acid,F1,F1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_016.lcd,sialic_acid,A2,A2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_017.lcd,sialic_acid,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,sialic_acid,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,sialic_acid,D2,D2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_020.lcd,sialic_acid,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,sialic_acid,A3,A3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_022.lcd,sialic_acid,B3,B3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_023.lcd,sialic_acid,C3,C3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_024.lcd,sialic_acid,D3,D3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_025.lcd,sialic_acid,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,sialic_acid,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,sialic_acid,B4,B4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_028.lcd,sialic_acid,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,sialic_acid,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,sialic_acid,F4,F4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_031.lcd,sialic_acid,A5,A5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_032.lcd,sialic_acid,B5,B5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_033.lcd,sialic_acid,D5,D5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_034.lcd,sialic_acid,E5,E5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_035.lcd,sialic_acid,A6,A6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_036.lcd,sialic_acid,B6,B6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_037.lcd,sialic_acid,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,sialic_acid,D6,D6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_039.lcd,sialic_acid,E6,E6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_040.lcd,sialic_acid,A7,A7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_041.lcd,sialic_acid,B7,B7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_042.lcd,sialic_acid,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,sialic_acid,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,sialic_acid,E7,E7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_045.lcd,sialic_acid,A8,A8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_046.lcd,sialic_acid,B8,B8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_047.lcd,sialic_acid,C8,C8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_048.lcd,sialic_acid,D8,D8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_049.lcd,sialic_acid,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,sialic_acid,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,sialic_acid,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,sialic_acid,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,sialic_acid,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,sialic_acid,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,sialic_acid,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,sialic_acid,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,sialic_acid,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,sialic_acid,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,sialic_acid,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,sialic_acid,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,sialic_acid,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,sialic_acid,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,sialic_acid,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,sialic_acid,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,sialic_acid,A12,A12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_066.lcd,sialic_acid,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,sialic_acid,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,sialic_acid,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,sialic_acid,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,sialic_acid,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,sialic_acid,STD-0111,40 mM Mix,9.626,241892,0.629,9.083,10.975,5025,-----,73.31161,3122.092,0,0.434
20190517_072.lcd,sialic_acid,STD-0112,20 mM Mix,9.626,49661,0.628,9.042,10.75,2199,-----,15.05089,5981.169,1.019,0.285
20190517_073.lcd,sialic_acid,STD-0113,10 mM Mix,9.621,25767,0.627,9.175,10.45,1210,-----,7.80939,5858.421,0.879,0.289
20190517_074.lcd,sialic_acid,STD-0114,5 mM Mix,9.626,14178,0.627,9.275,10.425,673,-----,4.2971,5806.602,0.846,0.291
20190517_075.lcd,sialic_acid,STD-0115,2.5 mM Mix,9.621,7489,0.627,9.358,10.333,371,-----,2.26962,5873.924,0.77,0.287
20190517_076.lcd,sialic_acid,STD-0116,1 mM Mix,9.627,2464,0.627,9.358,10.008,143,-----,0.74665,6590.907,0.557,0.27
20190517_077.lcd,sialic_acid,STD-0117,0.5 mM Mix,9.634,1068,0.627,9.4,9.942,66,-----,0.32375,8280.069,0.494,0.256
20190517_078.lcd,sialic_acid,STD-0118,0.25 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_079.lcd,sialic_acid,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_000.lcd,fructose_manitol_sorbitol,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,fructose_manitol_sorbitol,STD-0111,40 mM Mix,12.035,2126816,0.786,10.908,12.35,94124,-----,44.34987,6901.644,0,0.336
20190517_002.lcd,fructose_manitol_sorbitol,STD-0112,20 mM Mix,12.053,976605,0.786,11.033,12.367,43845,-----,20.36486,6989.213,0,0.333
20190517_003.lcd,fructose_manitol_sorbitol,STD-0113,10 mM Mix,12.079,478458,0.786,11.108,12.383,21301,-----,9.97715,6654.842,0,0.344
20190517_004.lcd,fructose_manitol_sorbitol,STD-0114,5 mM Mix,12.075,255313,0.786,11.167,12.383,11309,-----,5.32398,6574.719,0,0.345
20190517_005.lcd,fructose_manitol_sorbitol,STD-0115,2.5 mM Mix,12.07,141194,0.786,11.217,12.383,6246,-----,2.94427,6573.793,0,0.345
20190517_006.lcd,fructose_manitol_sorbitol,STD-0116,1 mM Mix,12.072,53898,0.786,11.333,12.383,2457,-----,1.12392,6921.953,0,0.336
20190517_007.lcd,fructose_manitol_sorbitol,STD-0117,0.5 mM Mix,12.073,25641,0.786,11.508,12.375,1198,-----,0.53469,7010.094,0,0.335
20190517_008.lcd,fructose_manitol_sorbitol,STD-0118,0.25 mM Mix,12.075,12735,0.786,11.575,12.383,601,-----,0.26556,7028.538,0,0.33
20190517_009.lcd,fructose_manitol_sorbitol,STD-0119,0.1 mM Mix,12.08,4508,0.786,11.742,12.392,219,-----,0.09401,7525.96,0,0.326
20190517_010.lcd,fructose_manitol_sorbitol,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,fructose_manitol_sorbitol,A1,A1,12.041,97892,0.79,11.6,12.492,4033,-----,2.04132,6072.538,0,0.357
20190517_012.lcd,fructose_manitol_sorbitol,B1,B1,12.048,106191,0.788,11.683,12.383,5618,-----,2.21437,8680.422,0.579,0.304
20190517_013.lcd,fructose_manitol_sorbitol,C1,C1,12.025,136405,0.792,11.617,12.458,6497,-----,2.84441,7175,0.685,0.331
20190517_014.lcd,fructose_manitol_sorbitol,E1,E1,12.018,143286,0.794,11.517,12.417,6656,-----,2.98789,6890.491,0.702,0.337
20190517_015.lcd,fructose_manitol_sorbitol,F1,F1,12.04,99806,0.785,11.4,12.408,3621,-----,2.08123,4736.621,0,0.402
20190517_016.lcd,fructose_manitol_sorbitol,A2,A2,12.051,167135,0.788,11.6,12.467,8215,-----,3.48522,7643.266,0.647,0.323
20190517_017.lcd,fructose_manitol_sorbitol,B2,B2,12.052,194348,0.785,11.4,12.533,8640,-----,4.05267,6553.213,0.754,0.347
20190517_018.lcd,fructose_manitol_sorbitol,C2,C2,12.028,169115,0.793,11.567,12.433,7894,-----,3.52651,6918.462,0.697,0.338
20190517_019.lcd,fructose_manitol_sorbitol,D2,D2,12.063,380699,0.787,11.383,12.692,15370,-----,7.9386,5772.219,0.912,0.367
20190517_020.lcd,fructose_manitol_sorbitol,E2,E2,12.016,115916,0.794,11.617,12.433,5487,-----,2.41717,7004.84,0.68,0.335
20190517_021.lcd,fructose_manitol_sorbitol,A3,A3,12.04,56460,0.786,11.7,12.35,3175,-----,1.17734,9688.991,0.546,0.288
20190517_022.lcd,fructose_manitol_sorbitol,B3,B3,12.061,239079,0.787,11.383,12.525,10718,-----,4.98544,6593.493,0.74,0.345
20190517_023.lcd,fructose_manitol_sorbitol,C3,C3,12.026,195033,0.793,11.558,12.467,7706,-----,4.06696,5412.371,0,0.379
20190517_024.lcd,fructose_manitol_sorbitol,D3,D3,12.045,189422,0.786,11.508,12.492,8497,-----,3.94997,6488.328,0.735,0.348
20190517_025.lcd,fructose_manitol_sorbitol,E3,E3,12.018,141327,0.795,11.542,12.508,6350,-----,2.94705,6605.422,0.756,0.344
20190517_026.lcd,fructose_manitol_sorbitol,A4,A4,12.05,196374,0.789,11.65,12.467,9150,-----,4.09493,6834.635,0.691,0.34
20190517_027.lcd,fructose_manitol_sorbitol,B4,B4,12.062,208874,0.788,11.65,12.433,8447,-----,4.35558,5311.808,0,0.389
20190517_028.lcd,fructose_manitol_sorbitol,D4,D4,12.052,136678,0.786,11.533,12.5,6160,-----,2.8501,6524.218,0.729,0.347
20190517_029.lcd,fructose_manitol_sorbitol,E4,E4,12.023,120098,0.794,11.583,12.392,5829,-----,2.50437,7366.662,0.656,0.328
20190517_030.lcd,fructose_manitol_sorbitol,F4,F4,11.98,23942,0.781,11.633,12.333,1095,-----,0.49926,6190.092,0.62,0.376
20190517_031.lcd,fructose_manitol_sorbitol,A5,A5,12.051,101652,0.789,11.667,12.375,5264,-----,2.11972,8302.988,0.596,0.312
20190517_032.lcd,fructose_manitol_sorbitol,B5,B5,12.051,160003,0.786,11.592,12.458,7578,-----,3.33649,7088.61,0.675,0.334
20190517_033.lcd,fructose_manitol_sorbitol,D5,D5,12.006,104978,0.793,11.592,12.367,5268,-----,2.18907,7824.365,0.633,0.317
20190517_034.lcd,fructose_manitol_sorbitol,E5,E5,12.018,164529,0.794,11.475,12.45,7419,-----,3.43087,6579.381,0.739,0.345
20190517_035.lcd,fructose_manitol_sorbitol,A6,A6,12.061,165483,0.795,11.633,12.383,6785,-----,3.45077,5004.828,0,0.402
20190517_036.lcd,fructose_manitol_sorbitol,B6,B6,12.09,225406,0.79,11.592,12.408,8934,-----,4.70032,4358.343,0,0
20190517_037.lcd,fructose_manitol_sorbitol,C6,C6,12.021,156029,0.793,11.567,12.408,7341,-----,3.25362,6968.158,0.688,0.336
20190517_038.lcd,fructose_manitol_sorbitol,D6,D6,12.014,125575,0.792,11.475,12.458,5839,-----,2.61858,7013.03,0.721,0.333
20190517_039.lcd,fructose_manitol_sorbitol,E6,E6,12.013,115002,0.794,11.542,12.442,5336,-----,2.39811,6834.783,0.706,0.338
20190517_040.lcd,fructose_manitol_sorbitol,A7,A7,12.06,160852,0.79,11.692,12.35,6804,-----,3.3542,4650.97,0,0
20190517_041.lcd,fructose_manitol_sorbitol,B7,B7,12.059,214920,0.787,11.533,12.442,8621,-----,4.48166,5313.105,0,0.385
20190517_042.lcd,fructose_manitol_sorbitol,C7,C7,12.01,105134,0.794,11.592,12.392,5104,-----,2.19234,7387.991,0.664,0.326
20190517_043.lcd,fructose_manitol_sorbitol,D7,D7,12.024,165270,0.795,11.508,12.433,7529,-----,3.44632,6665.085,0.729,0.343
20190517_044.lcd,fructose_manitol_sorbitol,E7,E7,12.015,94742,0.794,11.55,12.4,4537,-----,1.97563,7215.774,0.667,0.331
20190517_045.lcd,fructose_manitol_sorbitol,A8,A8,12.063,183258,0.791,11.642,12.4,7668,-----,3.82142,5430.706,0,0.381
20190517_046.lcd,fructose_manitol_sorbitol,B8,B8,12.064,399123,0.788,11.642,12.475,16182,-----,8.3228,5588.28,0,0.375
20190517_047.lcd,fructose_manitol_sorbitol,C8,C8,12.009,112664,0.791,11.633,12.4,5599,-----,2.34935,7706.861,0.643,0.32
20190517_048.lcd,fructose_manitol_sorbitol,D8,D8,12.033,205720,0.795,11.508,12.367,8358,-----,4.28981,5070.123,0,0.39
20190517_049.lcd,fructose_manitol_sorbitol,E8,E8,12.015,103405,0.794,11.55,12.408,4102,-----,2.15627,5198.528,0,0.386
20190517_050.lcd,fructose_manitol_sorbitol,A9,A9,12.066,187994,0.789,11.658,12.425,7800,-----,3.92018,5461.122,0,0.379
20190517_051.lcd,fructose_manitol_sorbitol,B9,B9,12.07,229074,0.789,11.617,12.458,9059,-----,4.77682,5290.404,0,0.387
20190517_052.lcd,fructose_manitol_sorbitol,C9,C9,12.066,217046,0.79,11.642,12.55,10137,-----,4.526,7204.217,0.738,0.328
20190517_053.lcd,fructose_manitol_sorbitol,D9,D9,12.024,198355,0.795,11.517,12.458,9116,-----,4.13624,6763.702,0.717,0.341
20190517_054.lcd,fructose_manitol_sorbitol,E9,E9,12.02,105249,0.794,11.658,12.425,4478,-----,2.19473,5963.828,0,0.361
20190517_055.lcd,fructose_manitol_sorbitol,A10,A10,12.072,345070,0.788,11.533,12.483,13237,-----,7.19565,5049.251,0,0.395
20190517_056.lcd,fructose_manitol_sorbitol,B10,B10,12.013,70527,0.793,11.642,12.433,3290,-----,1.47069,6679.361,0.685,0.343
20190517_057.lcd,fructose_manitol_sorbitol,C10,C10,12.06,265290,0.791,11.383,12.483,10558,-----,5.53201,5794.949,0,0.365
20190517_058.lcd,fructose_manitol_sorbitol,D10,D10,11.985,24409,0.784,11.6,12.383,1032,-----,0.50899,5227.452,0.691,0.397
20190517_059.lcd,fructose_manitol_sorbitol,E10,E10,12.071,476368,0.788,11.308,12.5,16803,-----,9.93355,4609.452,0,0.414
20190517_060.lcd,fructose_manitol_sorbitol,A11,A11,12.045,55082,0.795,11.708,12.475,2798,-----,1.1486,7993.594,0.63,0.315
20190517_061.lcd,fructose_manitol_sorbitol,B11,B11,12.045,37468,0.786,11.65,12.3,1634,-----,0.78131,4475.081,0,0
20190517_062.lcd,fructose_manitol_sorbitol,C11,C11,12.018,112335,0.794,11.525,12.417,5261,-----,2.34248,6943.982,0.69,0.337
20190517_063.lcd,fructose_manitol_sorbitol,D11,D11,12.013,112036,0.794,11.558,12.458,5173,-----,2.33625,6772.029,0.707,0.341
20190517_064.lcd,fructose_manitol_sorbitol,E11,E11,12.017,118317,0.789,11.483,12.45,3973,-----,2.46722,3992.716,0,0.447
20190517_065.lcd,fructose_manitol_sorbitol,A12,A12,12.064,251133,0.788,11.383,12.475,8942,-----,5.23681,4486.675,0,0.431
20190517_066.lcd,fructose_manitol_sorbitol,B12,B12,12.062,334348,0.789,11.3,12.492,12596,-----,6.97205,5182.525,0,0.388
20190517_067.lcd,fructose_manitol_sorbitol,C12,C12,12.004,94782,0.791,11.608,12.367,4762,-----,1.97646,7822.304,0.627,0.318
20190517_068.lcd,fructose_manitol_sorbitol,D12,D12,12.011,114571,0.794,11.542,12.433,5304,-----,2.38912,6791.988,0.698,0.341
20190517_069.lcd,fructose_manitol_sorbitol,E12,E12,12.014,202838,0.793,11.475,12.442,7534,-----,4.22973,4807.618,0,0.4
20190517_070.lcd,fructose_manitol_sorbitol,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,fructose_manitol_sorbitol,STD-0111,40 mM Mix,12.04,2090993,0.787,10.975,12.342,87222,-----,43.60287,5914.262,0,0.369
20190517_072.lcd,fructose_manitol_sorbitol,STD-0112,20 mM Mix,12.059,935429,0.787,11.008,12.358,41029,-----,19.50623,6319.689,0,0.353
20190517_073.lcd,fructose_manitol_sorbitol,STD-0113,10 mM Mix,12.062,462856,0.787,11.05,12.367,20123,-----,9.65179,6184.542,0,0.358
20190517_074.lcd,fructose_manitol_sorbitol,STD-0114,5 mM Mix,12.068,247191,0.786,11.15,12.375,10706,-----,5.1546,6105.373,0,0.361
20190517_075.lcd,fructose_manitol_sorbitol,STD-0115,2.5 mM Mix,12.063,138031,0.786,11.183,12.375,5965,-----,2.87832,6120.916,0,0.359
20190517_076.lcd,fructose_manitol_sorbitol,STD-0116,1 mM Mix,12.069,55026,0.786,11.3,12.383,2390,-----,1.14744,6213.096,0,0.356
20190517_077.lcd,fructose_manitol_sorbitol,STD-0117,0.5 mM Mix,12.084,26658,0.787,11.417,12.4,1168,-----,0.55589,6306.944,0,0.356
20190517_078.lcd,fructose_manitol_sorbitol,STD-0118,0.25 mM Mix,12.074,12084,0.787,11.65,12.383,562,-----,0.25199,6758.493,0,0.343
20190517_079.lcd,fructose_manitol_sorbitol,STD-0119,0.1 mM Mix,12.072,4386,0.786,11.717,12.383,210,-----,0.09146,6651.179,0,0.331
20190517_000.lcd,succinate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,succinate,STD-0111,40 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_002.lcd,succinate,STD-0112,20 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_003.lcd,succinate,STD-0113,10 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_004.lcd,succinate,STD-0114,5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_005.lcd,succinate,STD-0115,2.5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_006.lcd,succinate,STD-0116,1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_007.lcd,succinate,STD-0117,0.5 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_008.lcd,succinate,STD-0118,0.25 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_009.lcd,succinate,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_010.lcd,succinate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,succinate,A1,A1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_012.lcd,succinate,B1,B1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_013.lcd,succinate,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,succinate,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,succinate,F1,F1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_016.lcd,succinate,A2,A2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_017.lcd,succinate,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,succinate,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,succinate,D2,D2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_020.lcd,succinate,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,succinate,A3,A3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_022.lcd,succinate,B3,B3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_023.lcd,succinate,C3,C3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_024.lcd,succinate,D3,D3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_025.lcd,succinate,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,succinate,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,succinate,B4,B4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_028.lcd,succinate,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,succinate,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,succinate,F4,F4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_031.lcd,succinate,A5,A5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_032.lcd,succinate,B5,B5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_033.lcd,succinate,D5,D5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_034.lcd,succinate,E5,E5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_035.lcd,succinate,A6,A6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_036.lcd,succinate,B6,B6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_037.lcd,succinate,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,succinate,D6,D6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_039.lcd,succinate,E6,E6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_040.lcd,succinate,A7,A7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_041.lcd,succinate,B7,B7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_042.lcd,succinate,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,succinate,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,succinate,E7,E7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_045.lcd,succinate,A8,A8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_046.lcd,succinate,B8,B8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_047.lcd,succinate,C8,C8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_048.lcd,succinate,D8,D8,12.375,51794,0.818,12.367,13.317,2338,-----,0,--,0,0
20190517_049.lcd,succinate,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,succinate,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,succinate,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,succinate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,succinate,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,succinate,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,succinate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,succinate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,succinate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,succinate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,succinate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,succinate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,succinate,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,succinate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,succinate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
