OTU	Size	Taxonomy	taxname	phylum	family
Otu4049	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4049_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4050	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4050_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4051	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoclostridium(100);	Otu4051_Lachnoclostridium	Firmicutes	Lachnoclostridium
Otu4052	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia-Shigella(100);	Otu4052_Escherichia-Shigella	Proteobacteria	Escherichia-Shigella
Otu4053	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4053_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4054	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiales_unclassified(100);Verrucomicrobiales_unclassified(100);	Otu4054_Verrucomicrobiales_unclassified	Verrucomicrobia	Verrucomicrobiales_unclassified
Otu4055	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4055_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4056	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4056_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4057	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4057_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4058	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(100);	Otu4058_Enterobacteriaceae_unclassified	Proteobacteria	Enterobacteriaceae_unclassified
Otu4059	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4059_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4060	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4060_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4061	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Verrucomicrobiaceae_unclassified(100);	Otu4061_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu4062	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4062_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4063	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4063_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4064	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_ge(100);	Otu4064_Lachnospiraceae_ge	Firmicutes	Lachnospiraceae_ge
Otu4065	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Verrucomicrobiaceae_unclassified(100);	Otu4065_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu4066	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4066_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4067	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4067_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4068	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4068_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4069	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4069_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4070	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_1(100);	Otu4070_Ruminococcus	Firmicutes	Ruminococcus
Otu4071	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4071_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4072	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4072_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4073	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4073_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4074	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4074_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4075	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4075_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4076	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4076_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4077	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(100);	Otu4077_Enterobacteriaceae_unclassified	Proteobacteria	Enterobacteriaceae_unclassified
Otu4078	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4078_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4079	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4079_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4080	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4080_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4081	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Verrucomicrobiaceae_unclassified(100);	Otu4081_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu4082	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4082_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4083	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4083_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4084	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4084_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4085	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4085_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4086	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4086_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4087	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Verrucomicrobiaceae_unclassified(100);	Otu4087_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu4088	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4088_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4089	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4089_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4090	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Fusicatenibacter(100);	Otu4090_Fusicatenibacter	Firmicutes	Fusicatenibacter
Otu4091	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4091_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4092	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4092_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4093	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4093_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4094	2	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Verrucomicrobiaceae_ge(100);	Otu4094_Verrucomicrobiaceae_ge	Verrucomicrobia	Verrucomicrobiaceae_ge
Otu4095	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4095_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4096	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4096_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4097	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4097_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4098	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Otu4098_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu4099	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4099_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4100	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4100_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4101	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoclostridium(100);	Otu4101_Lachnoclostridium	Firmicutes	Lachnoclostridium
Otu4102	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4102_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4103	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4103_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4104	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Terrisporobacter(100);	Otu4104_Terrisporobacter	Firmicutes	Terrisporobacter
Otu4105	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4105_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4106	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4106_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4107	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4107_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4108	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4108_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4109	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4109_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4110	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4110_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4111	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu4111_uncultured	Firmicutes	uncultured
Otu4112	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4112_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4113	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4113_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4114	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4114_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4115	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4115_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4116	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4116_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4117	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4117_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4118	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK3A20_group(100);	Otu4118_Lachnospiraceae_NK3A20_group	Firmicutes	Lachnospiraceae_NK3A20_group
Otu4119	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4119_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4120	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_UCG-006(100);	Otu4120_Lachnospiraceae_UCG-006	Firmicutes	Lachnospiraceae_UCG-006
Otu4121	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4121_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4122	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4122_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4123	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4123_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4124	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4124_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4125	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4125_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4126	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4126_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4127	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_UCG-006(100);	Otu4127_Lachnospiraceae_UCG-006	Firmicutes	Lachnospiraceae_UCG-006
Otu4128	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4128_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4129	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu4129_uncultured	Firmicutes	uncultured
Otu4130	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4130_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4131	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-005(100);	Otu4131_Ruminococcaceae_UCG-005	Firmicutes	Ruminococcaceae_UCG-005
Otu4132	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4132_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4133	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4133_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4134	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4134_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4135	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4135_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4136	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4136_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4137	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4137_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4138	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK4A136_group(100);	Otu4138_Lachnospiraceae_NK4A136_group	Firmicutes	Lachnospiraceae_NK4A136_group
Otu4139	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia-Shigella(100);	Otu4139_Escherichia-Shigella	Proteobacteria	Escherichia-Shigella
Otu4140	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4140_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4141	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4141_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4142	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4142_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4143	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4143_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4144	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_ge(100);	Otu4144_Lachnospiraceae_ge	Firmicutes	Lachnospiraceae_ge
Otu4145	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4145_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4146	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4146_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4147	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4147_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4148	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia-Shigella(100);	Otu4148_Escherichia-Shigella	Proteobacteria	Escherichia-Shigella
Otu4149	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4149_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4150	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4150_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4151	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu4151_Butyricicoccus	Firmicutes	Butyricicoccus
Otu4152	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4152_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4153	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4153_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4154	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4154_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4155	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4155_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4156	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4156_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4157	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(100);	Otu4157_uncultured	Firmicutes	uncultured
Otu4158	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_unclassified(100);	Otu4158_Family_XIII_unclassified	Firmicutes	Family_XIII_unclassified
Otu4159	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4159_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4160	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4160_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4161	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4161_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4162	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4162_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4163	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4163_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4164	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4164_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4165	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4165_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4166	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4166_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4167	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4167_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4168	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4168_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4169	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4169_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
