OTU	Size	Taxonomy	taxname	phylum	family
Otu5679	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5679_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5680	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5680_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5681	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5681_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5682	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5682_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5683	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5683_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5684	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_1(100);	Otu5684_Ruminococcus	Firmicutes	Ruminococcus
Otu5685	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5685_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5686	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5686_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5687	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5687_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5688	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5688_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5689	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5689_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5690	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_1(100);	Otu5690_Ruminococcus	Firmicutes	Ruminococcus
Otu5691	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoclostridium(100);	Otu5691_Lachnoclostridium	Firmicutes	Lachnoclostridium
Otu5692	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5692_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5693	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Caproiciproducens(100);	Otu5693_Caproiciproducens	Firmicutes	Caproiciproducens
Otu5694	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5694_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5695	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5695_uncultured	Firmicutes	uncultured
Otu5696	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5696_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5697	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5697_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5698	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5698_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5699	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5699_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5700	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5700_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5701	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5701_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5702	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5702_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5703	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5703_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5704	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5704_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5705	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Caproiciproducens(100);	Otu5705_Caproiciproducens	Firmicutes	Caproiciproducens
Otu5706	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5706_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5707	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Syntrophococcus(100);	Otu5707_Syntrophococcus	Firmicutes	Syntrophococcus
Otu5708	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5708_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5709	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5709_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5710	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5710_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5711	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5711_uncultured	Firmicutes	uncultured
Otu5712	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu5712_Bifidobacterium	Actinobacteria	Bifidobacterium
Otu5713	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5713_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5714	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5714_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5715	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5715_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5716	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5716_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5717	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5717_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5718	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5718_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5719	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5719_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5720	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5720_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5721	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5721_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5722	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5722_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5723	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(100);	Otu5723_Ruminococcaceae_UCG-002	Firmicutes	Ruminococcaceae_UCG-002
Otu5724	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5724_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5725	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5725_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5726	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5726_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5727	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5727_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5728	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5728_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5729	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5729_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5730	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK4A136_group(100);	Otu5730_Lachnospiraceae_NK4A136_group	Firmicutes	Lachnospiraceae_NK4A136_group
Otu5731	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5731_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5732	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5732_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5733	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);	Otu5733_Staphylococcus	Firmicutes	Staphylococcus
Otu5734	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5734_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5735	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5735_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5736	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5736_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5737	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_FCS020_group(100);	Otu5737_Lachnospiraceae_FCS020_group	Firmicutes	Lachnospiraceae_FCS020_group
Otu5738	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(100);	Otu5738_Ruminococcaceae_UCG-002	Firmicutes	Ruminococcaceae_UCG-002
Otu5739	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5739_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5740	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5740_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5741	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5741_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5742	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5742_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5743	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5743_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5744	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5744_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5745	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5745_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5746	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5746_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5747	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5747_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5748	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5748_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5749	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5749_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5750	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5750_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5751	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Otu5751_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu5752	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5752_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5753	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5753_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5754	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5754_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5755	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5755_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5756	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5756_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5757	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5757_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5758	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5758_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5759	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5759_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5760	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5760_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5761	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5761_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5762	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5762_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5763	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5763_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5764	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5764_uncultured	Firmicutes	uncultured
Otu5765	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5765_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5766	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5766_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5767	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5767_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5768	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5768_uncultured	Firmicutes	uncultured
Otu5769	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(100);Bacillaceae_unclassified(100);	Otu5769_Bacillaceae_unclassified	Firmicutes	Bacillaceae_unclassified
Otu5770	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5770_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5771	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5771_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5772	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5772_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
